"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Cód.";"Município";"Ano x Tipo de rebanho"
"Cód.";"Município";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Cód.";"Município";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"2112407";"Turiaçu (MA)";"19043";"13640";"13640";"13898";"21800";"23600";"32165";"34308";"35200";"36960";"37699";"48832";"50896";"52931";"54254";"23200";"24870";"25865";"25167";"25796";"26441";"26970";"40248";"15062";"15101";"15403";"15480";"14000";"14140";"13716";"13853";"13908";"14325";"15041";"15191";"15024";"16526";"16030";"16110";"15305";"14846";"15143";"12446";"11415";"11073";"10907";"11016";"10796";"10904";"11013";"11178"
"2112456";"Turilândia (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"31524";"31587";"31682";"31708";"32976";"33339";"36006";"36096";"36240";"36276";"35188";"35214";"35742";"35895";"35177";"35705";"33920";"34090";"32385";"29737";"31379";"30751";"29982";"29083";"29665";"29962";"30262";"30716"
"2112506";"Tutóia (MA)";"8068";"7229";"7314";"7399";"7500";"7600";"8444";"9541";"12360";"12830";"9640";"5930";"6019";"6109";"6230";"6330";"6420";"6510";"6540";"6620";"6680";"6750";"3126";"2528";"2553";"2578";"2600";"2630";"2660";"2720";"2820";"2950";"3100";"3300";"4200";"4452";"4900";"5300";"5900";"6800";"7600";"7900";"8400";"2950";"3485";"3223";"2725";"2750";"3052";"3204";"3019"
"2112605";"Urbano Santos (MA)";"2150";"2426";"2545";"2669";"2720";"3560";"3700";"4034";"3750";"3600";"3690";"4400";"4520";"4645";"5221";"5234";"5338";"5232";"5285";"5327";"5380";"5444";"3810";"2511";"2984";"2698";"2649";"2691";"2740";"2850";"2750";"2810";"2630";"1980";"1850";"2684";"2750";"2776";"2803";"2750";"2610";"1230";"986";"1161";"1290";"1130";"1200";"1280";"1290";"1275";"1395"
"2112704";"Vargem Grande (MA)";"17100";"13383";"13178";"12976";"13101";"14008";"15386";"15850";"16266";"15940";"15100";"12420";"13660";"15018";"16068";"16392";"16571";"14985";"13142";"13269";"13282";"13388";"9880";"9930";"10129";"10332";"10538";"10643";"10960";"11124";"12180";"12363";"12980";"14148";"14855";"15226";"15302";"15417";"15535";"15656";"18032";"18482";"18510";"18307";"18319";"18332";"18420";"18448";"18462";"18470";"18481"
"2112803";"Viana (MA)";"18000";"21797";"22100";"22443";"23160";"23600";"48859";"41300";"46580";"50420";"51400";"27995";"26408";"25785";"26300";"24196";"25163";"22744";"23472";"10083";"10317";"10162";"16646";"16620";"16728";"16812";"16913";"17043";"17183";"17846";"20880";"15573";"20162";"18296";"18096";"20055";"20784";"19879";"17393";"20714";"20217";"20510";"21125";"20442";"19578";"19520";"20075";"20760";"20850";"17628";"17587"
"2112852";"Vila Nova dos Martírios (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"32467";"30844";"31152";"31619";"57492";"56180";"79096";"78999";"73950";"74229";"75799";"74334";"75633";"69541";"83320";"59699";"81207";"84064";"83899";"77196";"65617";"71011";"77590";"87378";"88670";"85918";"84512";"87892"
"2112902";"Vitória do Mearim (MA)";"11900";"16832";"16832";"17500";"17800";"18100";"29823";"26000";"32300";"33900";"35100";"36398";"39337";"40910";"44182";"46390";"48710";"47248";"49327";"50501";"51577";"52553";"40538";"11717";"11781";"11840";"11935";"12039";"12126";"13882";"18030";"21403";"25423";"25175";"23514";"27804";"26705";"27697";"27883";"28166";"28103";"26697";"25896";"23954";"25513";"25230";"25573";"25670";"25310";"23213";"23883"
"2113009";"Vitorino Freire (MA)";"22291";"30330";"32000";"35000";"36800";"39008";"44203";"47916";"49736";"51570";"53375";"55509";"51932";"53392";"55047";"56918";"59023";"60676";"59630";"61777";"61840";"60294";"62033";"58874";"58934";"61880";"62189";"63811";"62215";"82954";"103644";"114008";"108308";"102404";"102089";"107031";"102749";"94539";"95834";"96785";"100320";"88406";"85354";"84867";"85390";"87320";"87945";"91810";"96400";"101782";"110556"
"2114007";"Zé Doca (MA)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"65660";"67650";"68860";"70237";"72695";"74149";"75632";"96093";"25638";"26151";"26935";"35016";"35716";"42859";"71220";"80492";"115119";"120874";"129304";"103002";"129304";"117326";"119072";"122691";"138393";"139980";"125156";"125757";"135189";"131021";"134506";"137720";"141172";"160000";"169510";"176432"
"5100102";"Acorizal (MT)";"14002";"14947";"14937";"15919";"16242";"16729";"17575";"17407";"18204";"19113";"19878";"20672";"21458";"23359";"24463";"17096";"17150";"19500";"18000";"18933";"20558";"24367";"29266";"29360";"26745";"28459";"60178";"32000";"32901";"39750";"42912";"51162";"43189";"40154";"38871";"41458";"40717";"43094";"38788";"45646";"47554";"52837";"56874";"52264";"52213";"51867";"45175";"46434";"51178";"59363";"54717"
"5100201";"Água Boa (MT)";"...";"...";"...";"...";"...";"...";"...";"56288";"58637";"60983";"64641";"100521";"109769";"123790";"137532";"175914";"184710";"203181";"219435";"295802";"295802";"295802";"336390";"341742";"360909";"358063";"380866";"351920";"419348";"394386";"390597";"388200";"420325";"417360";"411530";"444173";"476639";"492320";"401401";"416379";"399900";"404372";"384228";"320370";"320249";"341049";"342128";"359043";"348934";"340330";"315000"
"5100250";"Alta Floresta (MT)";"...";"...";"...";"...";"...";"...";"...";"18996";"42970";"45548";"49191";"70128";"80507";"72616";"80677";"113100";"146991";"367477";"367477";"242707";"339246";"422258";"484945";"423107";"431024";"469413";"519887";"539676";"569134";"657834";"723871";"753434";"732246";"748572";"760026";"808475";"838711";"838919";"846769";"828350";"747578";"716438";"706567";"765324";"791530";"885799";"791935";"812530";"839471";"753449";"691455"
"5100300";"Alto Araguaia (MT)";"51368";"40910";"40226";"40693";"43940";"44180";"61500";"66231";"68880";"71634";"74498";"96416";"103166";"105322";"116696";"126530";"140500";"147525";"135938";"138657";"140589";"178983";"160000";"168000";"156659";"156659";"158185";"140838";"157099";"196314";"195175";"188549";"159073";"158284";"157877";"163439";"150210";"152014";"160515";"160448";"168470";"176319";"188517";"179906";"176840";"181694";"174007";"157879";"165994";"176574";"170423"
"5100359";"Alto Boa Vista (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"81388";"84240";"84240";"92169";"75800";"94241";"94241";"92023";"59444";"74785";"83839";"82125";"93410";"101432";"102963";"107673";"120736";"113891";"114718";"106565";"34905";"26212";"25443";"26416";"24472";"38432";"48285";"68982";"70916";"53707";"53872";"46731"
"5100409";"Alto Garças (MT)";"14720";"23861";"27047";"28133";"30200";"32500";"40397";"42715";"45729";"48472";"50412";"54427";"57257";"62301";"66588";"69917";"73414";"77085";"78627";"74199";"75177";"78817";"78817";"72813";"72813";"96971";"96971";"70000";"73449";"73650";"59733";"61967";"57636";"58210";"59389";"64873";"69320";"73913";"64374";"67593";"70973";"75192";"93623";"84541";"84317";"81779";"83793";"86731";"95747";"94184";"90731"
"5100508";"Alto Paraguai (MT)";"13849";"11235";"10876";"11802";"12806";"13207";"29092";"30555";"31769";"33040";"33701";"34375";"35406";"37185";"38508";"37393";"39636";"46000";"38599";"46687";"46687";"51100";"79417";"81402";"67290";"36705";"57342";"52898";"54529";"71148";"78517";"77822";"71476";"58916";"65065";"69301";"63733";"72504";"66884";"63289";"69568";"72699";"79930";"81137";"83631";"79598";"77872";"85318";"91632";"93638";"94173"
"5100607";"Alto Taquari (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"12880";"14272";"28869";"30312";"31828";"32465";"36228";"36228";"36228";"36228";"36453";"36453";"36453";"37182";"30000";"34770";"34200";"30048";"26163";"25577";"25500";"23613";"22661";"18662";"19473";"19388";"18172";"19358";"19464";"20580";"19773";"15773";"14742";"14509";"14114";"13673";"12560";"15000"
"5100805";"Apiacás (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"5197";"6738";"9220";"30365";"26160";"38157";"47724";"44000";"48353";"52856";"64177";"75580";"84382";"103307";"127063";"176485";"198253";"199950";"196569";"218856";"237529";"233099";"243314";"250919";"246644";"217691";"220097";"234177";"247190";"264392";"283562";"275715";"301722";"330227";"335275";"329257"
"5101001";"Araguaiana (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"185824";"205758";"131255";"137818";"144708";"151943";"189004";"160954";"173937";"179130";"192596";"191750";"213272";"230918";"203800";"196008";"247859";"268740";"283538";"253453";"264056";"273481";"303653";"281057";"293995";"290243";"285412";"296248";"307264";"305203";"296796";"282467";"301023";"323718";"301793";"302417";"316356";"323335"
"5101209";"Araguainha (MT)";"9977";"16635";"18962";"19182";"20918";"21340";"11826";"11601";"11960";"12318";"12688";"14673";"15636";"16276";"17223";"18084";"19349";"20316";"20519";"20519";"20519";"20519";"20691";"21726";"21726";"21726";"22160";"23717";"30444";"25394";"27388";"26409";"28487";"27399";"26485";"28437";"26916";"27972";"28727";"29343";"30810";"31485";"31697";"30635";"26964";"25982";"26026";"27418";"30987";"28573";"29430"
"5101258";"Araputanga (MT)";"...";"...";"...";"...";"...";"...";"...";"119900";"125769";"132056";"138924";"165300";"175549";"174311";"190313";"170811";"176562";"194219";"198101";"186214";"159478";"159478";"184326";"184326";"185551";"199830";"191117";"204508";"209775";"223590";"230244";"210274";"196063";"190415";"181559";"185517";"194861";"206229";"204491";"213148";"222883";"221708";"225259";"216551";"222051";"215466";"226150";"239105";"253025";"253436";"254588"
"5101308";"Arenápolis (MT)";"11110";"73662";"108542";"85800";"94300";"94900";"110880";"109869";"114150";"118716";"123466";"84405";"87949";"87949";"93155";"92630";"95409";"98272";"83934";"35853";"35853";"36520";"37536";"44431";"42369";"43513";"41831";"36770";"39694";"43644";"40732";"38954";"36231";"42674";"43605";"44537";"47451";"45901";"39582";"39414";"47144";"48313";"51402";"45370";"44063";"41385";"42923";"38649";"37741";"33352";"35380"
"5101407";"Aripuanã (MT)";"184";"1927";"3668";"3705";"2381";"7364";"48682";"32607";"34923";"32813";"40435";"55664";"60142";"64386";"71534";"50600";"54142";"57920";"61106";"71638";"108746";"113857";"173565";"220228";"279489";"298387";"226161";"155185";"214870";"232176";"319447";"393136";"430864";"389132";"388397";"412589";"416142";"438170";"471235";"478581";"447501";"450779";"471225";"484151";"519598";"540578";"548763";"559848";"602718";"609108";"595289"
"5101605";"Barão de Melgaço (MT)";"164000";"125906";"112112";"114308";"134525";"142550";"128199";"131640";"173524";"173523";"180464";"151429";"156275";"163182";"169482";"171176";"176824";"159143";"162803";"171950";"180547";"180547";"180547";"147463";"109185";"109185";"139520";"129529";"136114";"155828";"153520";"148390";"150251";"153144";"178203";"173587";"170086";"168300";"163719";"149286";"144095";"160867";"171073";"177091";"182903";"198177";"179127";"191578";"206764";"222413";"231068"
"5101704";"Barra do Bugres (MT)";"35496";"179406";"250389";"149000";"164500";"181000";"210646";"231711";"250248";"209651";"224116";"130581";"131281";"131281";"99000";"147800";"137536";"146586";"156114";"153651";"158402";"177388";"206359";"191053";"185850";"204592";"208982";"211358";"223932";"236047";"253106";"247365";"214046";"220845";"205791";"234070";"252955";"254246";"219407";"242070";"251608";"274705";"274120";"279741";"280954";"271204";"272907";"298668";"290658";"311647";"281460"
"5101803";"Barra do Garças (MT)";"803790";"400932";"466212";"443578";"471080";"485020";"548072";"317017";"335702";"355843";"376126";"402673";"423612";"162451";"173759";"145026";"152277";"159890";"182979";"294486";"294486";"310980";"317407";"345607";"355760";"392914";"398230";"403230";"441788";"452195";"468378";"476019";"420030";"419710";"416480";"427793";"427237";"455596";"426844";"405199";"430334";"436530";"447617";"412598";"428616";"444302";"469067";"443537";"451940";"410058";"388772"
"5101852";"Bom Jesus do Araguaia (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"13907";"46092";"96010";"95639";"103193";"139038";"144036";"107906";"125921";"153987";"173845";"164264";"135911";"169139";"167232";"165420";"133203";"145543";"161507";"172880";"185071";"209883";"195517";"175018"
"5101902";"Brasnorte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"41199";"44546";"47659";"53989";"74262";"89075";"119353";"123192";"151629";"187649";"202981";"243168";"255000";"302671";"334729";"348602";"352826";"319608";"308852";"327180";"352043";"376262";"376183";"393118";"383058";"388537";"399839";"405505";"396265";"408869";"443568";"459683";"484163";"522953";"515136";"475365"
"5102504";"Cáceres (MT)";"315000";"340716";"335000";"242775";"262197";"450000";"548637";"403066";"427249";"452884";"478699";"505984";"527235";"360753";"379728";"349148";"364438";"397593";"429400";"403636";"443594";"480000";"503000";"503000";"552359";"550000";"636517";"710000";"735756";"892348";"943577";"995076";"932083";"832292";"823804";"794858";"883259";"887323";"920179";"980953";"1024196";"1083531";"1113134";"1073531";"1096403";"1113131";"1125557";"1161605";"1274041";"1399931";"1365224"
"5102603";"Campinápolis (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"30568";"33961";"69401";"76341";"80158";"84166";"102534";"102534";"116098";"136262";"136262";"141498";"150951";"167277";"186138";"205994";"231653";"244838";"251844";"240571";"230732";"225890";"268223";"287849";"298968";"264626";"277857";"239579";"237367";"259415";"259444";"259643";"263321";"279797";"268135";"263666";"259185";"266731"
"5102637";"Campo Novo do Parecis (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4620";"33227";"54125";"44013";"71695";"80612";"94362";"120468";"63487";"40647";"41735";"42841";"43666";"37586";"34374";"37055";"37587";"35615";"43154";"40896";"48584";"54069";"62776";"61280";"63767";"71519";"86760";"92083";"102839";"113116";"144241";"150934";"140719";"137578";"164349";"149344"
"5102678";"Campo Verde (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"91981";"93913";"100863";"100863";"111699";"111699";"118141";"125000";"125000";"105940";"108328";"109481";"100000";"114439";"125995";"119458";"125047";"78995";"73299";"79329";"84613";"85466";"84457";"74977";"74977";"81682";"102047";"104090";"108368";"117031";"122054";"128866";"123036";"128382";"137084";"141980"
"5102686";"Campos de Júlio (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"14754";"15934";"17200";"8750";"10836";"11224";"13924";"16028";"13895";"16757";"14567";"14840";"20169";"18977";"28755";"36299";"36548";"31915";"47922";"48233";"45967";"60472";"75443";"90669";"93557";"100321";"110176";"101999"
"5102694";"Canabrava do Norte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"43905";"49722";"49722";"60170";"69131";"86563";"102897";"144621";"139894";"163327";"159800";"182673";"207630";"223738";"174903";"164744";"160798";"173891";"229437";"213087";"193501";"194535";"199635";"200562";"160052";"151891";"180758";"193094";"177166";"182299";"150823";"121271"
"5102702";"Canarana (MT)";"...";"...";"...";"...";"...";"...";"...";"88951";"90820";"92634";"96338";"137335";"147360";"169330";"188126";"125884";"134696";"150860";"170220";"202819";"206862";"244871";"238465";"278397";"283077";"303609";"297241";"320553";"323236";"347071";"347630";"322125";"321926";"359521";"356164";"361349";"364361";"328130";"285602";"299882";"246014";"235473";"236340";"210067";"260688";"290872";"295216";"236950";"229883";"211389";"219000"
"5102793";"Carlinda (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"92757";"108973";"92080";"157428";"185617";"209540";"250425";"252874";"243997";"220403";"236604";"217630";"234045";"248456";"234172";"238033";"238373";"231740";"230180";"256087";"260896";"262254";"278716";"274409";"283581";"302733";"290045";"295336"
"5102850";"Castanheira (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"45000";"48060";"50453";"78894";"92643";"119602";"143869";"160242";"176027";"186573";"144784";"226099";"243208";"277504";"282014";"336207";"374457";"363007";"334125";"352666";"362067";"362007";"372221";"375879";"366466";"376498";"391499";"406573";"414985";"398035";"404205";"417714";"420531";"457360";"464222";"447029"
"5103007";"Chapada dos Guimarães (MT)";"45188";"89755";"106634";"110164";"140000";"151120";"313095";"33346";"36382";"40020";"41622";"34737";"35640";"36699";"37785";"38760";"39535";"40315";"95060";"150000";"126727";"140492";"140492";"140492";"114294";"116915";"110112";"110112";"129843";"149657";"158209";"163866";"158862";"147504";"137569";"137707";"148798";"132981";"103314";"143695";"151565";"155476";"159369";"148080";"144944";"139227";"141614";"140174";"150957";"156957";"149204"
"5103056";"Cláudia (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"5095";"6038";"6971";"16202";"16202";"27255";"36136";"51156";"47500";"45943";"40964";"43600";"45788";"50814";"49708";"47372";"43056";"43062";"42201";"48302";"46895";"43873";"47712";"38538";"36595";"35009";"34724";"42099";"43224";"47785";"50415";"49947";"52094";"54189";"50799";"49561"
"5103106";"Cocalinho (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"50758";"54292";"159019";"166970";"175318";"184084";"193979";"171762";"181322";"185851";"229540";"251909";"268984";"273169";"271169";"294987";"326825";"371649";"364900";"349291";"371092";"387294";"389765";"410358";"428919";"412614";"412745";"422030";"439059";"460871";"445164";"453871";"468445";"514974";"524986";"539282";"485903";"507119"
"5103205";"Colíder (MT)";"...";"...";"...";"...";"...";"...";"...";"94634";"100411";"106437";"114952";"165148";"180342";"42214";"46900";"84300";"104615";"168500";"197500";"180000";"219399";"243923";"254484";"263861";"290247";"294556";"311607";"322679";"345341";"378416";"401578";"384443";"345081";"320921";"335852";"371204";"384155";"378264";"373364";"371625";"368345";"378011";"384776";"387879";"365201";"369586";"378836";"397261";"412661";"401742";"402037"
"5103254";"Colniza (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"32138";"47013";"81043";"96960";"152714";"197001";"217796";"251482";"290373";"315596";"371458";"406013";"451129";"422888";"429036";"460002";"545234";"612105";"642741";"680846";"733536";"829848";"863182";"868444"
"5103304";"Comodoro (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"14130";"18029";"30313";"31313";"34758";"79867";"69979";"65080";"153427";"166046";"145687";"198566";"189950";"315354";"236751";"247294";"280000";"273485";"281244";"279036";"280809";"284136";"305376";"326971";"336672";"329858";"307942";"330763";"347917";"333712";"306794";"311701";"366939";"404939";"327973";"338435";"324305";"310028"
"5103353";"Confresa (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"41686";"54769";"72004";"78390";"86634";"94458";"134390";"173369";"184569";"203240";"294887";"351045";"368361";"409500";"369014";"364812";"382254";"417649";"438453";"442737";"366556";"383192";"412508";"434874";"399593";"380651";"409526";"444164";"459190";"486695";"399624";"387185"
"5103361";"Conquista D'Oeste (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"41696";"38499";"36978";"53673";"59299";"54557";"51014";"53347";"59326";"68047";"59178";"58725";"62274";"70971";"73177";"69506";"69711";"79243";"81392";"82488";"87819";"83173";"79169";"80617"
"5103379";"Cotriguaçu (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"8800";"10830";"16639";"18630";"23849";"26008";"32565";"38492";"42175";"64354";"83259";"116894";"142009";"187381";"208111";"219403";"247727";"274942";"295121";"305768";"313639";"297665";"293509";"326433";"355136";"380338";"397055";"397014";"407001";"454135";"456770";"440818"
"5103403";"Cuiabá (MT)";"36000";"55788";"59526";"61754";"63007";"64100";"83653";"88640";"92186";"95872";"101624";"117721";"124313";"135809";"146566";"30377";"33377";"35080";"43000";"55000";"57723";"70322";"79144";"80822";"90882";"73348";"90000";"88452";"89790";"102989";"101965";"111375";"114932";"109783";"101205";"92498";"101177";"109048";"111115";"104191";"93731";"109412";"110442";"116838";"101014";"94912";"103710";"106219";"120190";"128181";"130171"
"5103437";"Curvelândia (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"33904";"37650";"51321";"51483";"50206";"49302";"49628";"43998";"45930";"49691";"49219";"47060";"46248";"54162";"57885";"61133";"60909";"64311";"61752";"64994";"59927";"70091";"65354";"63435"
"5103452";"Denise (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"55702";"59043";"52887";"63839";"63839";"65600";"48525";"54309";"58105";"64631";"61742";"62008";"62008";"70360";"70360";"70360";"67597";"65334";"65334";"66004";"69348";"70132";"74206";"68217";"68367";"55349";"56049";"60648";"65850";"54980";"59700";"57212";"59314";"62796";"57943";"60370";"81519";"75037";"69118";"72399";"69644";"60833"
"5103502";"Diamantino (MT)";"29279";"101027";"132762";"123345";"132446";"145690";"168469";"114679";"121682";"128982";"135689";"82746";"86220";"86220";"86220";"22248";"24917";"34213";"37975";"63259";"63279";"63279";"67400";"69327";"72206";"72206";"74699";"83303";"83363";"89629";"87709";"90751";"91211";"82330";"91253";"93566";"98347";"104383";"103873";"95246";"101709";"103377";"104065";"101643";"113842";"112034";"123758";"105537";"119457";"122583";"124911"
"5103601";"Dom Aquino (MT)";"36940";"51689";"57251";"61715";"67886";"69583";"71328";"71608";"75904";"80457";"84480";"75457";"76966";"78809";"80622";"87743";"89586";"91467";"87743";"90288";"90288";"92184";"89076";"86048";"83826";"83951";"83984";"83984";"95007";"101875";"96220";"99327";"99440";"86279";"81311";"86474";"87769";"84637";"87334";"94780";"95713";"103981";"107100";"103749";"99396";"104919";"108149";"104818";"123429";"131933";"126233"
"5103700";"Feliz Natal (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"24337";"13104";"13104";"11780";"15066";"13401";"11130";"9980";"11291";"14158";"13022";"13998";"16372";"16121";"21048";"18954";"19595";"21826";"24400";"28428";"25673";"30491";"33408";"35974";"35294";"38647";"38168";"32806"
"5103809";"Figueirópolis D'Oeste (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"22926";"25471";"26926";"29080";"31821";"48573";"49500";"56666";"73531";"86159";"86159";"97000";"108500";"113377";"105000";"120671";"138826";"127599";"127426";"124301";"119215";"120419";"124375";"131829";"139566";"133571";"145264";"152133";"148919";"145396";"140732";"148378";"182528";"161582";"157186";"170475";"173970";"162087"
"5103858";"Gaúcha do Norte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"67764";"105175";"108019";"130357";"145498";"174936";"177863";"188471";"197711";"190000";"173979";"173985";"186695";"204329";"200154";"184983";"157865";"156183";"158774";"161299";"154591";"161888";"174006";"190616";"202549";"214276";"206381";"193640"
"5103908";"General Carneiro (MT)";"20013";"19531";"20002";"24043";"27168";"27640";"36222";"37309";"38466";"39620";"41601";"46682";"49109";"55803";"59686";"63393";"66562";"67893";"80849";"105301";"105301";"107343";"111909";"126520";"126520";"115988";"111245";"113249";"118497";"118374";"112784";"127917";"105379";"107577";"108703";"111260";"113701";"116258";"103116";"101341";"100498";"108992";"121318";"96094";"86723";"86101";"92095";"94199";"102308";"101299";"100595"
"5103957";"Glória D'Oeste (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"56949";"37638";"60235";"65069";"65069";"62607";"69500";"71711";"85231";"91687";"102114";"107605";"99977";"87002";"89991";"93342";"87966";"100750";"102597";"102298";"103684";"107830";"107268";"110923";"102879";"102536";"102576";"102910";"101584";"115532";"119729";"104908"
"5104104";"Guarantã do Norte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"5721";"6356";"9000";"10208";"63800";"108407";"66480";"101000";"130986";"158212";"141712";"168166";"172080";"181512";"225227";"266874";"264479";"274929";"266670";"257250";"278219";"297997";"321726";"337950";"335913";"336213";"335060";"324066";"334694";"346826";"352733";"341572";"350512";"375600";"400455";"434378";"347789";"304392"
"5104203";"Guiratinga (MT)";"67997";"72104";"75081";"74770";"78240";"85000";"71299";"70620";"74150";"77857";"79413";"93100";"97755";"105422";"112296";"115664";"108550";"106379";"106911";"116036";"118388";"120891";"115297";"111444";"113844";"114835";"114694";"116000";"131978";"147766";"140155";"133897";"134662";"134311";"139345";"139246";"148160";"142033";"144294";"146390";"155732";"167821";"171177";"164117";"180169";"196213";"200561";"170682";"187375";"165818";"167056"
"5104500";"Indiavaí (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"22579";"24653";"25884";"26661";"28794";"60435";"31581";"37753";"37753";"55245";"55245";"30000";"39327";"47934";"52565";"55719";"57112";"58910";"66548";"59202";"58201";"59477";"65708";"69275";"78502";"72929";"71287";"77885";"78395";"71279";"75552";"78988";"72897";"80764";"91568";"106561";"103516";"102817"
"5104526";"Ipiranga do Norte (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"28000";"11728";"17639";"16648";"15022";"12900";"13152";"11918";"7174";"8180";"8869";"9831";"12437";"11038";"14243";"13858";"14055";"15935";"21090";"23110"
"5104542";"Itanhangá (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"11000";"15977";"32137";"36454";"39444";"43201";"42512";"38863";"33417";"34965";"30250";"36117";"39134";"44870";"50206";"57485";"56703";"64841";"60539";"60169"
"5104559";"Itaúba (MT)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"32045";"35602";"68350";"76202";"96830";"75465";"75465";"97000";"113468";"120276";"147721";"168173";"157871";"168813";"126337";"127600";"140107";"145273";"141865";"124402";"125289";"127517";"133952";"139551";"136157";"116987";"106825";"105449";"103129";"102770";"105095";"114690";"115794";"114459";"93228";"91146";"75200";"61319"
