Region/Country/Area,,Year,Series,Value,Footnotes,Source
34,Southern Asia,2005,"Percentage of male and female intentional homicide victims, Female",2.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2010,"Intentional homicide rates per 100,000",3.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2010,"Percentage of male and female intentional homicide victims, Male",4.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2010,"Percentage of male and female intentional homicide victims, Female",2.8,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2015,"Intentional homicide rates per 100,000",3.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2015,"Percentage of male and female intentional homicide victims, Male",4.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2015,"Percentage of male and female intentional homicide victims, Female",2.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2020,"Intentional homicide rates per 100,000",3.0,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2020,"Percentage of male and female intentional homicide victims, Male",3.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2020,"Percentage of male and female intentional homicide victims, Female",2.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2023,"Intentional homicide rates per 100,000",3.0,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2023,"Percentage of male and female intentional homicide victims, Male",3.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
34,Southern Asia,2023,"Percentage of male and female intentional homicide victims, Female",2.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2005,"Intentional homicide rates per 100,000",5.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2005,"Percentage of male and female intentional homicide victims, Male",7.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2005,"Percentage of male and female intentional homicide victims, Female",2.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2010,"Intentional homicide rates per 100,000",3.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2010,"Percentage of male and female intentional homicide victims, Male",5.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2010,"Percentage of male and female intentional homicide victims, Female",1.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2015,"Intentional homicide rates per 100,000",4.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2015,"Percentage of male and female intentional homicide victims, Male",6.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2015,"Percentage of male and female intentional homicide victims, Female",2.0,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2020,"Intentional homicide rates per 100,000",4.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2020,"Percentage of male and female intentional homicide victims, Male",6.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2020,"Percentage of male and female intentional homicide victims, Female",1.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2023,"Intentional homicide rates per 100,000",4.8,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2023,"Percentage of male and female intentional homicide victims, Male",7.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
145,Western Asia,2023,"Percentage of male and female intentional homicide victims, Female",1.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2005,"Intentional homicide rates per 100,000",6.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2005,"Percentage of male and female intentional homicide victims, Male",9.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2005,"Percentage of male and female intentional homicide victims, Female",3.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2010,"Intentional homicide rates per 100,000",3.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.1,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2015,"Intentional homicide rates per 100,000",3.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2015,"Percentage of male and female intentional homicide victims, Male",5.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2015,"Percentage of male and female intentional homicide victims, Female",1.8,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2020,"Intentional homicide rates per 100,000",2.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2020,"Percentage of male and female intentional homicide victims, Male",3.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2020,"Percentage of male and female intentional homicide victims, Female",1.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2023,"Intentional homicide rates per 100,000",2.1,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2023,"Percentage of male and female intentional homicide victims, Male",3.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
150,Europe,2023,"Percentage of male and female intentional homicide victims, Female",1.1,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2005,"Intentional homicide rates per 100,000",13.8,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2005,"Percentage of male and female intentional homicide victims, Male",21.8,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2005,"Percentage of male and female intentional homicide victims, Female",6.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2010,"Intentional homicide rates per 100,000",6.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2010,"Percentage of male and female intentional homicide victims, Male",10.7,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2010,"Percentage of male and female intentional homicide victims, Female",3.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2015,"Intentional homicide rates per 100,000",7.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2015,"Percentage of male and female intentional homicide victims, Male",11.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2015,"Percentage of male and female intentional homicide victims, Female",3.5,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2020,"Intentional homicide rates per 100,000",4.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2020,"Percentage of male and female intentional homicide victims, Male",7.3,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2020,"Percentage of male and female intentional homicide victims, Female",2.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2023,"Intentional homicide rates per 100,000",3.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2023,"Percentage of male and female intentional homicide victims, Male",6.4,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
151,Eastern Europe,2023,"Percentage of male and female intentional homicide victims, Female",1.8,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
154,Northern Europe,2005,"Intentional homicide rates per 100,000",1.9,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
